1.00066 0
1.00041 0.000246901
1.00069 0.000307681
1.00084 0.000267943
1.00066 0.00027432
1.00071 0.000229704
1.00047 0.000308902
1.00044 0.000269926
1.00042 0.000239071
1.00053 0.000242357
1.00035 0.000284889
1.00035 0.000260091
1.00032 0.000241627
1.00037 0.00022932
1.00032 0.000219098
1.0003 0.000205764
1.00024 0.000203126
1.00018 0.00020102
1.00021 0.000192763
1.0002 0.000182997
1.00024 0.000178949
1.00028 0.000174383
1.0002 0.000185645
1.00014 0.000185672
1.00015 0.000178163
1.00019 0.000174883
1.00021 0.000170393
1.00026 0.00017021
1.0002 0.000172308
1.00015 0.000175828
1.00013 0.000170679
1.00011 0.000166639
1.0001 0.000162432
1.00011 0.000158644
1.00013 0.000154895
1.00015 0.000151325
1.00015 0.000147188
1.00016 0.000144254
1.00019 0.000143294
1.00016 0.00014276
1.00015 0.000139916
1.00015 0.000136545
1.00017 0.000135445
1.00015 0.00013413
1.00016 0.000131378
1.00016 0.000128507
1.00018 0.000126922
1.00019 0.000125261
1.00021 0.000123555
1.00022 0.000121483
1.00022 0.000119084
1.00022 0.000116774
1.00019 0.000117509
1.00018 0.000116313
1.00018 0.000114179
1.00018 0.000112126
1.00019 0.000110953
1.00021 0.000110378
1.00022 0.000108651
1.00021 0.00010724
1.00021 0.000105532
1.00021 0.000103855
1.00022 0.000102566
1.00023 0.000101073
1.00023 9.95069e-05
1.00021 0.000100033
1.00021 9.89476e-05
1.0002 9.85269e-05
1.00018 9.91265e-05
1.00018 9.78172e-05
1.00016 9.75671e-05
1.00016 9.62368e-05
1.00016 9.49114e-05
1.00017 9.39071e-05
1.00015 9.42636e-05
1.00015 9.3369e-05
1.00013 9.29695e-05
1.00015 9.25124e-05
1.00014 9.15612e-05
1.00015 9.11118e-05
1.00015 8.99808e-05
1.00016 8.92248e-05
1.00016 8.81786e-05
1.00014 8.91571e-05
1.00013 8.86009e-05
1.00012 8.80275e-05
1.00012 8.71044e-05
1.0001 8.92606e-05
1.00011 8.85963e-05
1.0001 8.76893e-05
1.00012 8.84212e-05
1.00012 8.76066e-05
1.00013 8.6717e-05
1.00012 8.66652e-05
1.00013 8.64264e-05
1.00011 8.6293e-05
1.00012 8.5962e-05
1.00011 8.58989e-05
1.00011 8.52868e-05
1.0001 8.45312e-05
