1 0
1.41492 0
1.72569 0
2.00192 0
2.23167 0
2.45005 0
2.64292 0
2.82383 0
2.99831 0
3.16533 0
3.32457 0
3.46238 0
3.60893 0
3.73996 0
3.87177 0
3.99643 0
4.11822 0
4.23837 0
4.36256 0
4.48408 0
4.6036 0
4.70532 0
4.80303 0
4.89808 0
5.00229 0
5.10472 0
5.19496 0
5.29377 0
5.39086 0
5.48263 0
5.57284 0
5.66376 0
5.75541 0
5.84632 0
5.92791 0
6.01459 0
6.10817 0
6.1854 0
6.26409 0
6.3465 0
6.42447 0
6.4989 0
6.57113 0
6.65147 0
6.70401 0
6.77945 0
6.85562 0
6.93507 0
7.00483 0
7.07912 0
7.14145 0
7.2099 0
7.27937 0
7.3553 0
7.44232 0
7.51325 0
7.57471 0
7.63832 0
7.69856 0
7.75385 0
7.81085 0
7.86496 0
7.93348 0
8.0085 0
8.07462 0
8.13918 0
8.18866 0
8.26305 0
8.31491 0
8.37993 0
8.44385 0
8.50684 0
8.57054 0
8.63135 0
8.69048 0
8.73049 0
8.78532 0
8.83162 0
8.88589 0
8.94383 0
9.01 0
9.06009 0
9.12038 0
9.16215 0
9.21843 0
9.26531 0
9.32636 0
9.36911 0
9.41963 0
9.47286 0
9.52295 0
9.57821 0
9.62585 0
9.67985 0
9.73665 0
9.79401 0
9.83984 0
9.89803 0
9.9535 0
10.0021 0
