           100.493          0.464397          -8.08537
           100.021          -2.53904          -7.46513
           98.9304          -4.09081          -7.78892
           99.2846          -5.40048          -11.1196
           99.3887          -7.34609          -13.5432
           99.3887          -7.34609          -13.5432
           100.043          -4.88923          -13.9748
           100.043          -4.88923          -13.9748
           100.043          -4.88923          -13.9748
           101.013          -5.17676          -15.4531
           101.013          -5.17676          -15.4531
           101.013          -5.17676          -15.4531
           101.013          -5.17676          -15.4531
           99.3211          -4.90357          -17.6249
           99.3211          -4.90357          -17.6249
           99.6512          -4.75895           -17.909
           99.6512          -4.75895           -17.909
           97.0271          -1.48293          -17.2765
           97.0271          -1.48293          -17.2765
           96.4807          -4.92885          -13.2156
            96.382          -6.84206          -15.4806
            96.382          -6.84206          -15.4806
           96.7105          -1.82972          -15.8668
           96.7894          -4.01383          -18.5113
            96.083           -7.3536          -20.9971
            96.083           -7.3536          -20.9971
           96.4458          -5.42758          -18.8702
           96.4458          -5.42758          -18.8702
           96.4458          -5.42758          -18.8702
           96.9376          -5.66215          -18.7306
           97.4233          -8.01583          -20.6621
           97.4233          -8.01583          -20.6621
           98.0089          -8.33647          -21.2113
           99.2448          -8.73811          -21.1908
           99.2448          -8.73811          -21.1908
           99.2448          -8.73811          -21.1908
            97.501          -9.27905          -23.0122
           95.2745          -9.92626          -21.8334
           93.0278          -11.0494          -22.3409
           93.0278          -11.0494          -22.3409
           93.0278          -11.0494          -22.3409
           91.9502          -12.8566           -22.379
           88.5297          -13.0063          -22.6337
           88.5297          -13.0063          -22.6337
           86.9759          -12.3745          -24.1267
           86.9759          -12.3745          -24.1267
           88.2494          -10.4271           -26.182
            88.762          -7.37052          -25.1185
            88.746          -10.9967          -25.2812
            88.746          -10.9967          -25.2812
            88.746          -10.9967          -25.2812
            88.746          -10.9967          -25.2812
           86.8891          -11.6439          -24.0036
           86.8891          -11.6439          -24.0036
           86.8891          -11.6439          -24.0036
           83.6335          -11.8151          -26.0745
           83.6335          -11.8151          -26.0745
           83.9861          -8.89559          -25.6176
           80.7165          -12.4122          -25.8186
            79.706           -14.169          -25.0405
            79.706           -14.169          -25.0405
           80.3281           -13.636          -27.1517
           79.7293          -13.0357          -27.0714
           78.9379          -15.7814          -25.6847
           76.6049          -15.1387          -24.1463
            75.122          -17.1266          -22.4535
           73.1601          -16.2184             -22.9
           73.1601          -16.2184             -22.9
           72.9105          -18.4614          -25.7201
           72.9105          -18.4614          -25.7201
           71.9835          -19.1991          -27.3959
           72.3698          -19.7307          -26.9445
           72.3698          -19.7307          -26.9445
           73.7142          -18.1455          -26.3906
           73.7142          -18.1455          -26.3906
           73.7142          -18.1455          -26.3906
           74.7512          -19.1127          -23.3109
           75.5923          -18.8424          -22.0635
           75.1846          -17.5946          -19.5391
           75.1846          -17.5946          -19.5391
           73.5999          -18.6938           -17.029
           71.5089          -17.8574           -17.323
           71.8062          -14.4487          -12.5186
           70.5711          -15.3677          -12.2258
            67.989          -15.7687          -14.6092
           66.7779          -18.0565          -14.2008
            66.096          -19.2365          -14.6275
           64.0128          -17.8541          -11.4753
           64.0128          -17.8541          -11.4753
           63.1501           -18.119          -10.7776
           61.3361          -14.9767          -12.5525
           61.3361          -14.9767          -12.5525
           58.8185          -13.4931          -11.2105
           55.9371          -15.3373          -13.5048
           55.9371          -15.3373          -13.5048
           54.2167          -17.1942          -8.95578
           54.2167          -17.1942          -8.95578
           54.2167          -17.1942          -8.95578
           54.2167          -17.1942          -8.95578
           54.2167          -17.1942          -8.95578
           54.2167          -17.1942          -8.95578
           53.4135           -16.709           -7.4967
           53.5421          -13.4837          -7.66265
           53.5421          -13.4837          -7.66265
           53.3588          -10.9103          -5.07482
           48.6935          -9.31443          -8.25628
           48.7603          -9.89233          -11.0616
           50.0394          -10.5743          -11.3918
            48.142          -12.6005          -9.24404
            48.883          -11.8915          -11.7642
           48.4214          -9.84304          -14.8403
           42.2125          -6.72228          -17.0608
           42.7629          -7.82567          -17.9406
           42.0971          -8.52961          -19.2401
           42.8806           -11.479          -17.7534
           39.8259           -10.953          -20.9609
           39.8259           -10.953          -20.9609
            39.269          -11.9826          -22.5057
            39.269          -11.9826          -22.5057
           39.8069          -9.33694          -21.7047
           38.0264          -5.34922          -21.4581
           38.0264          -5.34922          -21.4581
           36.2537          -9.86658          -21.9563
           34.2542          -12.4312          -23.4607
           34.2542          -12.4312          -23.4607
