100.819          0.968826
100.331                 1
99.3208                 1
100.051          0.981854
100.576          0.877869
100.576          0.258254
101.133          0.610157
101.133         0.0276857
101.133         0.0176384
102.319          0.373342
102.319          0.107754
102.319          0.412675
102.319          0.526748
100.992                 1
100.992          0.198066
101.359          0.714921
101.359          0.360584
98.5644                 1
98.5644           0.02436
97.5063                 1
97.8568          0.966407
97.8568          0.264083
98.0205          0.891892
98.6253          0.743388
98.625                 1
98.625         0.0433542
98.4242           0.98726
98.4242          0.300272
98.4242          0.164133
98.8929          0.616628
99.9124          0.439017
99.9124          0.128415
100.624          0.517371
101.857          0.290678
101.857          0.105387
101.857          0.245445
100.609                 1
98.247                 1
96.3087                 1
96.3087          0.329943
96.3087          0.106271
95.5037                 1
92.2981                 1
92.2981          0.124091
91.1045                 1
91.1045           0.10816
92.64            0.2536
92.5417                 1
92.9296          0.687257
92.9296           0.47553
92.9296          0.346943
92.9296          0.448588
90.8926                 1
90.8926          0.081834
90.8926         0.0194209
88.397                 1
88.397          0.247822
88.2556                 1
85.6494                 1
84.7398                 1
84.7398        0.00542533
85.8822          0.375126
85.203                 1
84.4982                 1
81.7346                 1
80.2546                 1
78.3572                 1
78.3572         0.0558727
79.4876           0.40731
79.4876          0.177124
79.3774                 1
79.7038           0.69792
79.7038          0.119582
80.3711          0.492227
80.3711          0.238509
80.3711         0.0230841
80.6004          0.620296
80.9693          0.619464
79.6497                 1
79.6497         0.0952982
77.8228                 1
75.7133                 1
74.3076                 1
73.2524                 1
71.3063                 1
70.6187                 1
70.3754                 1
67.4396                 1
67.4396          0.210053
66.5762                 1
64.3738                 1
64.3738          0.187162
61.3788                 1
59.553                 1
59.553         0.0350421
57.5786                 1
57.5786         0.0688114
57.5786          0.228542
57.5786           0.31913
57.5786          0.210291
57.5786          0.143137
56.4658                 1
55.743                 1
55.743          0.332003
54.6987                 1
50.2591                 1
50.9685          0.883098
52.3978          0.253984
50.615                 1
51.6658          0.566332
51.5922                 1
46.0235                 1
47.0295          0.404365
47.0649                 1
47.809          0.404582
46.3188                 1
46.3188         0.0755259
46.8203          0.698125
46.8203        0.00452144
46.291                 1
43.9895                 1
43.9895         0.0564938
43.5173                 1
43.3392                 1
43.3392         0.0227731
41.5544                 1
40.0928                 1
38.1482                 1
38.1482          0.267324
37.4817                 1
37.1503                 1
37.1503          0.106232
37.1503         0.0181411
36.2495                 1
36.2495          0.128313
35.2324                 1
35.0163          0.847632
35.0163         0.0570769
35.0163          0.270639
35.0163          0.033412
36.2293          0.364344
32.5123                 1
32.5123          0.418997
31.1768                 1
30.9962                 1
30.9962          0.325072
30.9962          0.272143
30.6757                 1
28.1337                 1
28.1337         0.0637105
28.1337          0.404396
28.1337         0.0415635
28.5537           0.65966
29.7831          0.497839
28.626                 1
26.7534                 1
25.3892                 1
24.2856                 1
23.7979                 1
24.2922          0.973914
24.2922          0.473827
24.2922          0.139833
24.2922          0.275328
24.2489                 1
23.8159                 1
23.9683                 1
23.1244                 1
20.401                 1
21.4055          0.187723
21.4055         0.0542266
21.4055         0.0793558
21.4055          0.590137
17.7459                 1
17.1125                 1
17.3794          0.844676
17.3794          0.165227
17.3794          0.250252
16.7881                 1
16.7881         0.0122094
16.5734                 1
15.8593          0.979861
15.8593          0.083709
14.7315                 1
13.9741                 1
13.7078          0.912408
13.7078         0.0654078
13.9579           0.35247
13.371                 1
10.809                 1
9.88166          0.422222
11.4744                 1
9.01769                 1
6.05574                 1
7.52088           0.46711
7.52088          0.137258
7.76514                 1
8.45903          0.195412
8.45903          0.431245
6.861                 1
7.3665          0.477141
7.3185          0.333746
7.3185         0.0668264
7.69178          0.876061
7.69178          0.153995
8.66382                 1
11.0718          0.160488
11.0718           0.10558
9.76494                 1
9.76494          0.120178
6.93386                 1
6.93386           0.35957
7.72674          0.585321
5.18816                 1
5.80525                 1
6.63097          0.647808
6.63097          0.373848
3.72091                 1
3.72091         0.0617807
2.40242                 1
2.40242        0.00540275
4.49004          0.637299
3.49821          0.881804
3.49821        0.00427185
5.43272          0.404844
5.43272          0.193794
4.81638                 1
3.802                 1
3.802          0.371184
3.802          0.163602
5.66151          0.513261
5.66151          0.206467
4.92772                 1
5.11624          0.917555
5.11624          0.294047
5.11624          0.140545
5.11624          0.339946
5.22114          0.977292
4.91034                 1
4.91034         0.0195107
4.91034          0.033632
4.91034         0.0882278
5.264          0.771382
4.60732                 1
6.18318           0.34011
4.87948                 1
3.96356                 1
3.45873                 1
3.45873          0.528929
3.45873         0.0996906
2.60866          0.208524
5.53542          0.336191
5.53542          0.149104
5.53542         0.0174051
8.30141          0.242583
5.3107                 1
3.58046                 1
3.07532                 1
3.07532          0.218851
3.07532          0.149639
3.07532          0.285152
3.07532          0.990724
3.07532          0.229698
3.07532        0.00864633
3.07532          0.826034
3.07532          0.326701
3.07532          0.247868
4.67972          0.634702
4.67972         0.0472968
3.74587           0.86351
2.28083          0.784678
4.95692          0.597203
4.95692         0.0130519
3.81855                 1
3.81855          0.816371
3.81855          0.295512
3.81855         0.0104337
3.83734                 1
3.83734         0.0481207
3.83734         0.0186352
3.83734         0.0710337
3.83734          0.309689
3.83734          0.355533
3.83734          0.494278
3.83734          0.217826
3.83734          0.234458
4.73651          0.624321
4.73651          0.355931
4.13128          0.734645
4.13128          0.211624
4.13128          0.143928
4.13128          0.335736
4.96318          0.519328
4.96318          0.103393
4.99677                 1
4.99677          0.266619
3.46113                 1
3.46113          0.278677
3.46113         0.0329061
4.79658          0.371094
4.79658         0.0658742
4.79658         0.0629905
4.8963                 1
3.39698                 1
2.71256          0.911461
2.71256           0.38767
4.28217          0.122859
6.45573          0.514168
6.45573         0.0910423
7.12748          0.789686
7.12748          0.620628
5.65722                 1
5.65722          0.405331
5.65722          0.177455
4.2323          0.712896
4.2323          0.317105
2.85856                 1
3.8303                 1
3.8303         0.0205705
3.8303         0.0675514
3.8303          0.321159
3.8303          0.106371
2.26981                 1
2.26981         0.0285448
2.26981          0.192241
3.0334                 1
3.0334          0.657893
3.0334          0.472297
2.04401          0.619626
2.04401          0.105558
3.47349                 1
3.47349          0.275962
3.47349          0.251053
5.1865          0.415237
5.1865         0.0232108
5.82612            0.6939
5.65738          0.913575
5.65738          0.212793
7.93648          0.188747
6.97829                 1
6.97829          0.151914
6.97829         0.0427642
3.35676                 1
3.35676       0.000771717
2.66387                 1
2.66387         0.0390926
3.85621          0.709475
2.3134          0.747497
2.3134          0.210066
2.3134          0.397715
2.3134          0.254903
1.32596                 1
1.32596          0.563076
1.32596          0.197869
1.32596          0.307484
4.35815           0.43195
6.28746          0.162946
6.28746          0.245532
6.28746          0.215717
6.28746          0.159494
6.24623                 1
5.78626          0.992309
6.34171          0.986112
5.445                 1
3.81935                 1
3.81935          0.427481
3.81935        0.00679554
3.08282          0.306984
3.08282          0.041486
7.29946          0.289721
7.29946         0.0764925
9.05166          0.353614
10.5234          0.218474
10.185                 1
10.185         0.0196547
8.56736                 1
8.56736          0.537707
8.05076                 1
5.28774                 1
5.85227          0.600398
5.85227          0.424863
4.61133                 1
4.61133          0.106598
5.28436                 1
5.28436          0.547972
3.73994                 1
3.73994          0.297207
3.73994         0.0998759
3.73994          0.111333
5.09775          0.410365
5.01715                 1
5.01715         0.0489204
5.13517          0.936441
3.66996                 1
3.66996         0.0787341
3.66996          0.566721
3.66996          0.141392
3.66996         0.0902865
3.66996         0.0712296
4.02213          0.473684
6.60289          0.228317
10.1293         0.0646697
7.59657                 1
7.12254                 1
6.05554                 1
6.05554       0.000300204
3.70506                 1
3.70506         0.0609398
4.529           0.71184
4.85467                 1
5.41256          0.696234
4.26693          0.627658
4.26693         0.0128728
5.3018          0.694186
6.09052          0.994448
5.38417                 1
5.53313                 1
5.11282                 1
5.11282          0.619839
5.11282         0.0605378
3.7621                 1
4.61151          0.708919
5.91085          0.430843
5.91085          0.196138
5.91085          0.264168
5.2246           0.88186
5.2246         0.0474852
5.2246          0.135348
4.01557                 1
4.01557         0.0847474
4.01557          0.357084
2.62573                 1
2.62573        0.00502292
2.62573          0.312225
5.86757          0.172183
6.27364          0.616201
8.28872          0.310387
7.67898                 1
7.67898          0.340919
7.67898          0.879044
7.67898         0.0431696
7.35903           0.95156
6.95018                 1
5.77931          0.934876
5.77931          0.173234
4.51907                 1
4.51907          0.388018
6.62674          0.768773
4.40324          0.967266
6.78079                 1
7.83957          0.416599
7.83957          0.219729
7.65868                 1
10.73         0.0722806
9.49221                 1
9.49221          0.142362
11.7798          0.156323
9.00643                 1
8.85952          0.621813
9.63926          0.564237
9.63926          0.249329
9.63926          0.168051
8.19448                 1
6.40692                 1
6.40692          0.167897
5.55625                 1
5.55625          0.224785
5.55625          0.292636
6.35521           0.49217
7.62063          0.428375
7.62063          0.059702
7.62063         0.0781456
10.3438          0.102072
10.6561          0.949642
10.7951           0.97023
10.5942          0.919604
10.5942         0.0149771
11.2026           0.46011
8.82577                 1
8.82577          0.443238
8.54213          0.626901
10.3469          0.810001
10.3469          0.837986
9.64044          0.980533
7.45051                 1
7.45051          0.293674
7.45051          0.380652
7.45051          0.284281
7.45051        0.00710323
7.44419                 1
7.54338                 1
7.2545                 1
6.81772                 1
6.67137          0.338165
4.17098                 1
4.17098         0.0317174
4.17098         0.0384904
4.09774                 1
4.09774        0.00710318
4.04695                 1
5.53229           0.37002
5.53229           0.15119
5.53229         0.0781145
5.03146          0.852258
5.03146         0.0975471
5.67731            0.3137
3.69522                 1
4.88903          0.795731
3.94235                 1
2.91063                 1
7.2491         0.0557191
7.16214                 1
6.68125                 1
6.68125          0.901784
5.23949                 1
5.34809                 1
3.55134          0.732348
2.8727                 1
2.8727         0.0239002
5.74346          0.238115
5.74346       0.000781834
5.74346          0.229234
5.74346          0.636959
5.74346           0.25366
5.74346          0.401518
5.02446                 1
5.85653                 1
5.85653         0.0512374
4.11133                 1
4.22402          0.491334
3.09646           0.55689
0.795567          0.157341
2.26823                 1
3.85124                 1
3.85124          0.409873
3.85124         0.0551199
3.73576          0.357364
4.03482                 1
4.03482          0.241423
4.03482         0.0878695
4.89764          0.650942
4.89764          0.243954
4.89764          0.448747
4.27297                 1
3.51784                 1
3.51784         0.0507249
8.32066         0.0376587
8.32066          0.113217
7.03181                 1
7.03181          0.106786
7.03181         0.0382134
7.03181           0.22421
7.03181          0.163489
7.03181          0.195661
6.51297                 1
6.41134                 1
6.41134         0.0737751
6.41134          0.624863
7.1461          0.624319
6.29216                 1
3.23613                 1
3.23613          0.341622
3.23613          0.111221
3.97529          0.771623
3.97529          0.464427
4.83803          0.577622
4.44631                 1
4.42801                 1
4.42801          0.222571
3.83876                 1
3.83876         0.0120125
3.73798          0.904479
3.11446                 1
3.11446          0.288278
3.11446          0.114589
1.98588          0.916272
1.98588         0.0766673
2.6399                 1
2.6399         0.0310051
2.6399          0.422575
2.98788          0.987064
2.98788          0.298524
1.68188                 1
1.68188          0.305341
1.68188         0.0165042
1.68188          0.455274
1.68188          0.665763
2.05016                 1
2.05016          0.137386
2.20743          0.479266
1.89204          0.492963
2.50814                 1
2.50814          0.162075
2.50814          0.157301
2.98649          0.149979
3.43069                 1
3.43069          0.379684
4.53293          0.773435
4.15075                 1
4.15075          0.340817
4.15075         0.0048283
4.15075         0.0849331
4.15075          0.100036
4.86839           0.48663
4.24519          0.878866
3.02011                 1
3.02011         0.0585184
4.67362          0.443228
4.67362        0.00264423
4.67362          0.518845
1.98097                 1
2.5007                 1
2.5007          0.379077
2.5007          0.119748
2.5007         0.0160995
4.78851          0.378167
6.1897          0.745393
4.74472                 1
2.45858                 1
2.45858          0.500965
2.45858          0.181278
5.55533          0.175062
5.55533          0.611467
2.56541                 1
2.56541          0.021196
2.30271          0.290737
2.65445                 1
2.65445         0.0976691
3.06706                 1
3.06706          0.599983
3.92427          0.527989
3.92427         0.0565298
3.92427         0.0208647
3.92427          0.270935
3.92427         0.0122473
8.1477         0.0893391
7.434                 1
8.24086          0.551849
8.24086         0.0756179
6.5041                 1
6.5041          0.188307
6.46163          0.924727
6.46163          0.125773
5.38718                 1
5.38718           0.30441
6.63475          0.424059
9.54816         0.0979105
9.27945          0.674175
6.75276          0.810911
8.53598                 1
8.53598          0.283207
8.53598          0.110244
8.53598          0.278613
8.53598          0.106223
8.53598         0.0979268
8.53598         0.0943113
8.39171                 1
7.8272                 1
9.15217          0.301533
7.8762                 1
7.8762         0.0177407
7.8762          0.108364
7.89215          0.926927
7.89215          0.270247
6.60858                 1
6.60858         0.0161184
8.21107          0.608199
8.21107         0.0346213
8.71929           0.69966
8.71929            0.4441
7.41926                 1
6.97905                 1
8.05942           0.48192
8.05942         0.0662427
7.73931                 1
7.57824                 1
6.19257                 1
6.7081          0.263832
4.71013          0.918037
7.11819          0.207306
7.11819       0.000186651
7.11819          0.229931
9.07505          0.677522
9.07505          0.150651
9.07505          0.177739
9.07505          0.703165
13.2532          0.055358
14.0082          0.991649
14.3627          0.751934
14.3627          0.136737
14.0918                 1
14.0918        0.00761148
13.448                 1
12.4307                 1
11.8178                 1
12.4213          0.457451
12.4213         0.0599456
