2.000000e+00      2.766950e-02      8.836033e-04
1.850000e+00      3.120180e-02      8.991418e-04
1.700000e+00      3.618250e-02      1.205879e-03
1.550000e+00      4.879270e-02      8.529935e-04
1.400000e+00      5.955720e-02      1.706386e-03
1.250000e+00      7.676000e-02      2.229666e-03
1.100000e+00      1.114929e-01      2.640412e-03
9.500000e-01      1.678691e-01      3.475205e-03
8.000000e-01      2.927909e-01      5.443513e-03
6.500000e-01      5.306042e-01      1.308339e-02
5.000000e-01      8.917669e-01      1.092303e-02
