          -4.69701           4.44096           2.87964
          -4.83432           4.87197           4.10981
          -4.83432           4.87197           4.10981
          -3.17804            1.9988           2.11976
          -3.17804            1.9988           2.11976
          -3.17804            1.9988           2.11976
          -3.17804            1.9988           2.11976
          -3.17804            1.9988           2.11976
          -3.17804            1.9988           2.11976
         -0.586843           3.52311           2.13091
          0.529192           2.73921           3.04264
          0.529192           2.73921           3.04264
          0.529192           2.73921           3.04264
          0.529192           2.73921           3.04264
           3.04232           5.37846           4.92235
          0.845147           2.69934           6.20288
             3.758           2.09347           4.83939
            3.9869          0.786626           4.72857
           2.27521          -2.10622            2.4141
          0.829378          -4.26336           4.82767
         -0.733046          -2.27314            6.3203
          -2.52574          -4.31856           7.36989
          -2.52574          -4.31856           7.36989
          -2.52574          -4.31856           7.36989
           -2.0696          -2.19633           8.57989
           -2.0696          -2.19633           8.57989
           0.22194          -3.45381           10.2714
            2.2033          -1.28691           11.7031
          0.765899          0.853307           11.9899
          0.765899          0.853307           11.9899
         -0.184287           2.41357            9.2264
         -0.184287           2.41357            9.2264
          -2.84487         -0.119519           6.74786
          -1.08653          -2.46617           5.82587
          -1.43728          0.153623           8.32275
          -1.43728          0.153623           8.32275
          0.508402           1.03041           6.44735
          -2.13109          -1.17856           3.52511
          -2.13109          -1.17856           3.52511
          0.835617           1.17209           3.20237
           1.42606         -0.337221           4.75223
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           1.40092           1.98771           3.90623
           2.10978         -0.114086           4.13845
            2.3507          -0.86076           5.11579
          0.447487          -3.80932           4.67165
          0.447487          -3.80932           4.67165
          0.523341          -3.99306           4.79349
          -2.15928          -3.58072           7.21605
          -3.40394          -3.01552           5.57598
          -3.40394          -3.01552           5.57598
          -5.62887          -2.04012           4.64869
          -5.62887          -2.04012           4.64869
          -5.62887          -2.04012           4.64869
          -5.62887          -2.04012           4.64869
          -5.62887          -2.04012           4.64869
          -4.98901         -0.264016           3.38134
          -6.08838         -0.308305           4.80465
          -6.08838         -0.308305           4.80465
          -5.70919          -2.16157           5.80813
          -5.70919          -2.16157           5.80813
          -6.10062          -1.19019           5.85125
          -6.77094          -3.53799           2.94218
          -6.77094          -3.53799           2.94218
          -6.77094          -3.53799           2.94218
          -5.12324          -2.57812          0.633359
           -4.5189          -3.24517           1.04027
          -3.05445          -2.55782           2.82779
          -3.05445          -2.55782           2.82779
          -3.05445          -2.55782           2.82779
          -3.05445          -2.55782           2.82779
          -3.05445          -2.55782           2.82779
          -3.05445          -2.55782           2.82779
         -0.758242          -1.19895           3.87287
           1.36007           1.30886           4.68361
           1.36007           1.30886           4.68361
         -0.803224          -1.48279           1.94015
           1.29731         -0.629222           3.80296
           1.29731         -0.629222           3.80296
           -1.0957          -1.96017           1.71712
          0.667633          0.585222         -0.867801
          0.667633          0.585222         -0.867801
          0.667633          0.585222         -0.867801
          0.667633          0.585222         -0.867801
         -0.653027           1.05524           1.91244
         -0.591187          0.404969          0.911528
         -0.839933           2.49192            2.0549
           1.70595           2.88615           2.30819
           1.70595           2.88615           2.30819
           1.70595           2.88615           2.30819
         -0.672324           4.52139           1.99263
          0.645579            4.0187           2.05327
          0.645579            4.0187           2.05327
         -0.288159           3.26938           4.95801
         -0.288159           3.26938           4.95801
         -0.288159           3.26938           4.95801
           1.74468           3.65321           2.04115
           2.86272           3.32284           3.07863
           2.55734          0.765467           5.97159
           2.55734          0.765467           5.97159
